From,To,length,well,inverse_rho_Ca,Al2O3,Au,CaO,Cr,Cr2O3,Cu,Fe2O3,FeO,GR,IPlin161,IPlin1610,IPlin641,IPlin6410,K,K2O,Litho,MagSusc,Mg,MgO,MnO,N16,N32,N64,N8,Na2O,Ni,P2O5,rho_ND,S,SP,Th,TiO2,U,Vp,Vs,Sc,SPR,caliper,Co,Ba,SiO2
448.4,450.2,1.8,2,Direct relationship,0.687743,0.008,2.74553,,4.61189,3.76524,2.31099,1.10091,0.422907,89.0816,41.1551,114.607,50.0735,0.0227168,                           ,M1TC,0.516319,,1.37252,2.12493,5081.39,7548.67,8334.34,3137.17,-0.904119,,590.089,2.6478,5.03195,53.1967,0.180361,-0.409437,0.0968148,5653,2837.69,,1354.06,,,,                            
450.2,452.4,2.2,2,Inverse relationship,0.658262,0.016,4.79498,,4.56589,4.60125,2.12617,0.983639,2.90195,90.1528,44.0075,115.659,53.0729,0.180837,16.2365,M1Cb,0.532309,,0.40468,4.20821,5520.47,8481.55,9788.49,3333.54,2.73934,,811.747,2.653,10.0586,-11.7655,1.28918,-0.291325,0.56827,5660.08,3062.85,,1399.24,,,,                            
452.4,454.4,2,2,Inverse relationship,0.457428,0.005,3.23581,,3.78966,2.07233,1.79084,0.770867,0.384644,90.0975,42.753,115.329,50.6754,0.0182532,0.508197,M1Cb,0.495965,,0.614629,2.49014,5381.73,8333.68,10133.3,3249.32,-0.580523,,580.853,2.728,3.3983,6.255,0.239837,-0.483258,0.0973433,6055.65,3685.92,,1369.02,,,,                            
454.4,456.4,2,2,Direct relationship,0.455995,0,2.24757,,3.40058,3.2915,1.63272,0.670531,0.582083,87.4922,39.0501,112.22,46.3998,0.0206395,0.34062,M1Cb,0.529724,,0.676871,1.8257,4904.56,7289.85,8325.74,3035.65,-0.701705,,458.736,2.6903,2.12768,67.2375,0.306937,-0.632539,0.117948,5872.61,3451.04,,1317.76,,,,                            
456.4,458.1,1.7,2,Inverse relationship,0.300078,0,2.99053,,3.12152,1.80898,1.14026,0.358055,0.951895,85.6594,38.8778,109.926,46.1184,0.0203097,2.61967,M1Cb,0.497955,,-0.00617951,1.98774,4832.88,7011.69,7474.7,3020.67,3.76526,,361.042,2.6203,3.92609,61.6976,0.335275,-0.255891,0.117479,5510.87,2862.35,,1319.77,,,,                            
458.1,460.4,2.3,2,Inverse relationship,0.691018,0,1.85823,,3.93724,3.35653,1.797,0.774776,0.763044,84.1578,36.3473,106.285,42.5112,0.0545897,0.34062,M1TC,0.543484,,0.772064,1.6281,4562.39,6508.87,6944.67,2886.36,-0.179689,,516.203,2.6249,2.9096,86.2539,0.40246,-0.540673,0.19569,5526.11,3132.48,,1283.24,,,,                            
460.4,461.5,1.1,2,Direct relationship,1.77556,0.006,2.94106,,6.92105,7.42695,3.89414,2.10547,0.594395,83.5233,34.4323,103.838,42.3195,0.0141089,1.41312,M1TC,0.721964,,2.54559,3.05478,4253.78,6038.65,6423.44,2727.39,0.879258,,929.965,2.6543,6.03728,117.48,0.19814,-0.0078544,0.0674263,5683.85,2872.31,,1245.24,,,,                            
461.5,462.8,1.3,2,Inverse relationship,1.40411,0.011,2.05885,,6.79225,4.1498,3.70932,1.98819,0.645409,84.4761,38.0448,107.637,46.6201,0.0257145,1.41312,M1Cb,0.963452,,2.69058,2.94808,4464.05,6162.42,6091.9,2872.94,2.49005,,723.084,2.5453,6.03728,83.4646,0.339686,-0.0078544,0.112501,5073.63,2692.24,,1299.8,,,,                            
462.8,463.8,1,2,Direct relationship,1.12552,0.478,2.99053,,6.14826,3.79868,3.34706,1.75833,0.840466,88.1875,42.3108,110.533,51.0456,0.0388594,3.82623,M1Cb,0.512543,,2.29516,3.10814,5074.54,7465.37,7840.24,3138.2,3.29545,,619.643,2.5762,10.2596,34.92,0.501305,-0.173212,0.183596,5242.3,2918.38,,1354.9,,,,                            
463.8,464.8,1,2,Inverse relationship,0.560609,0.306,0.953008,,4.3934,1.77972,2.01263,0.911598,1.12894,89.779,43.964,112.553,52.8829,0.0825861,2.01639,M1Cb,0.530015,,1.29837,1.4342,5305.86,8045.75,8980.35,3225.85,1.51686,,451.552,2.6544,6.91694,10.98,0.805128,-0.379909,0.286153,5678.85,3086.63,,1368.34,,,,                            
464.8,466.4,1.6,2,Inverse relationship,0.353051,0.506,0.911812,,-0.941249,0.62557,1.52229,0.621014,1.64093,91.2383,44.9373,115.562,54.0244,0.142065,6.79042,M1Cb,0.506448,,0.726649,0.777848,5437.15,8392.25,9935.71,3281.45,3.37042,,228.868,2.6804,5.25536,-24.3263,1.6091,0.376796,0.570776,5806.68,3202.73,,1379.9,,,,0.420151
466.4,467.4,1,2,Direct relationship,0.719679,1.005,2.27047,,4.52756,8.55835,2.40076,1.15788,5.35956,90.8232,44.7834,115.02,52.8964,0.359276,37.2077,M1Cb,0.438487,,1.4494,2.31971,5510.48,8644.26,10512.2,3290.56,3.36256,,171.401,2.7635,15.4203,-15.99,2.02219,-0.173212,0.85198,6211.16,3679.19,,1367.79,,,,                            
467.4,468.7,1.3,2,Direct relationship,0.614042,2.42,1.78559,,4.56589,-0.331194,2.09976,0.966885,5.38668,90.7942,44.1207,114.371,52.8499,0.30813,52.4333,M1Cb,0.472228,,1.20305,1.71843,5175.52,7959.65,9826.15,3152.2,1.68465,,146.772,2.7164,15.0852,4.14923,1.88963,-0.291325,0.83661,6001.89,3594.42,,1347.2,,,,                            
474.75,475.75,1,2,,0.644443,0.089,0.983926,,4.51414,1.85287,1.7816,0.765003,3.02654,90.6082,45.6779,112.571,55.1235,0.169287,23.1312,M1CbFu,0.476956,,1.09243,1.23413,5305.01,8036.5,9065.34,3218.56,1.43297,,322.252,2.7382,4.27796,-11.31,1.06164,-0.173212,0.517001,6098.96,3590.84,,1360.29,,,,                            
475.75,477.4,1.65,2,Inverse relationship,0.741175,0.068,0.834487,,4.95688,0.682465,1.74002,0.738616,4.04757,93.6661,46.7904,118.198,55.7696,0.234475,30.6721,M1CbFu,0.476353,,1.09243,1.20746,5431.21,8489.09,10238.1,3252.82,0.929595,,322.252,2.7673,4.27796,-17.2473,2.11718,-0.276561,1.02072,6222.3,3764.02,,1358.42,,,,                            
477.4,478.4,1,2,Direct relationship,0.552899,0.053,0.683066,,-0.933905,0.975067,1.61781,0.665318,8.2288,93.817,46.8239,120.277,56.1017,0.437917,60.3496,M1CbFu,0.457005,,1.10642,0.600063,5288.18,8169.53,9995.43,3197.68,0.680398,,192.951,2.7536,4.27796,-21.99,2.74627,0.239116,1.19081,6170.14,3711.14,,1351.67,,,,0.518283
478.4,479.4,1,2,Inverse relationship,0.842514,0.41,2.41574,,4.74989,2.51123,2.00999,0.909922,7.08854,95.2236,47.4892,122.189,57.098,0.350072,55.8806,M1CbFu,0.474271,,1.12773,1.82006,5399.48,8459.88,10272.2,3234.58,0.725849,,442.317,2.7599,5.03195,-20.52,2.55184,-0.173212,1.08383,6191.6,3665.62,,1352.53,,,,                            
479.4,480.4,1,2,Inverse relationship,1.23902,0.091,6.50285,,6.53465,5.08613,2.86652,1.45341,6.49024,95.947,47.6219,125.378,57.009,0.45928,97.9378,M1CbFu,0.445552,,1.54386,3.76615,5379.31,8383.47,10258.7,3231.48,3.56391,,1654.05,2.7141,8.85219,-28.89,2.59635,-0.0078544,1.27616,5982.93,3544.74,,1353.72,,,,                            
480.4,481.4,1,2,Inverse relationship,0.798293,0,3.62303,,5.11788,3.18004,2.18954,1.02385,1.1759,95.7094,47.2667,125.47,56.9481,0.0498248,4.17096,M1CbFu,0.523823,,1.01476,2.46791,5354.31,8376.73,10178.5,3206.93,-0.232956,,516.203,2.7382,5.03195,-8.37,0.619445,-0.291325,0.234709,6098.96,3625.96,,1340.46,,,,                            
481.4,483.4,2,2,Direct relationship,0.216673,0.018,3.39727,,2.2736,1.14575,0.681899,0.067211,1.49852,95.238,46.2033,126.311,54.9097,0.0893032,4.02732,M1CC,0.471665,,-0.310213,2.21597,5234.75,8117.64,9672.98,3151.13,3.86593,,386.902,2.711,1.9322,6.63,1.03232,-0.242111,0.398588,5971.9,3445.32,,1323.31,,,,                            
493.4,494.4,1,2,,0.214719,0.006,3.92819,,2.60048,2.13883,0.962496,0.245257,0.720167,92.5791,40.82,118.309,48.1001,0.04347,0.0968708,M1CC,0.521401,,-0.0402095,2.45982,5278.37,7962.14,8697.29,3257.24,0.0982674,,375.147,2.6552,0.919257,56.52,0.451167,0.0522756,0.199155,5707.55,2890.15,,1396.73,,,,                            
494.4,495.4,1,2,Inverse relationship,0.21524,0,5.06915,,3.40058,1.60091,1.452,0.555861,2.51533,92.4741,40.9053,120.826,46.7562,0.0715034,9.72496,M1Cb,0.507481,,0.0149095,4.69093,5134.86,7606.78,8060.86,3185.82,0.267753,,458.736,2.5591,6.8192,72.51,1.15138,-0.448808,0.5466,5146.38,2704.68,,1372.47,,,,                            
495.4,496.4,1,2,Inverse relationship,0.229571,0.111,2.65867,,1.67523,0.316711,0.549442,-0.0168367,18.7034,92.8717,39.83,124.464,45.4607,0.801181,64.3552,M1Cb,0.56039,,-0.287147,1.83805,5209.59,7730.73,7446.38,3207.93,1.85244,,430.002,2.6584,7.7966,131.46,3.9023,-0.517707,1.66888,5693.21,3206.27,,1364.51,,,,                            
